阿兰·葛斯彭纳,约翰娜·施皮里 / 佩特拉·比翁迪娜·沃尔普,阿努克·斯特芬 / 布鲁诺·冈茨 / 昆林·艾格匹 / 安娜·申茨 / 伊莎贝尔·奥特曼 / 莉莲·奈福 / 彼得·杰克林 / 克里斯托夫·高格勒 / 丽贝卡·因德穆 / 莫妮卡·古布瑟 / 阿瑟·比勒 / 玛丽埃塔·耶米 / 彼得·洛迈尔 / 卡塔琳娜·舒特勒 / 杰拉·哈斯 / 迈克尔·克兰茨 / 劳拉·帕克 / 马库斯·赫林 / 马克西姆·梅米特 / 汉内洛勒·霍格,"['剧情', '家庭', '冒险']", 德国 / 瑞士 / 南非, 德语 / 瑞士德语 / 南非语,2019-05-16(中国大陆),111分钟,9.2,301168,"['温情', '亲情', '成长', '感人', '儿童', '瑞士', '家庭', '童年']"
马克·赫尔曼,约翰·伯恩 / 马克·赫尔曼,阿萨·巴特菲尔德 / 维拉·法米加 / 卡拉·霍根 / 祖萨·霍尔 / 安贝尔·比蒂 / 拉斯洛·阿隆 / 大卫·休里斯 / 理查德·约翰逊 / 谢拉·汉考克 / 伊凡·弗雷贝利 / 贝拉·费斯彼姆 / 阿提拉·埃杰德 / 鲁伯特·弗兰德 / 大卫·海曼 / 吉姆·诺顿 / 杰克·塞隆 / 米哈利·绍鲍多什 / 泽索特·萨法尔·科夫卡 / 奥索利亚·茱莉娅·帕普,"['剧情', '战争']", 英国 / 美国, 英语 / 西班牙语,2008-09-12(英国),94分钟,9.1,369214,"['二战', '战争', '人性', '穿条纹衣服的男孩', '剧情', '儿童', '美国', '英国']"
岩井俊二,岩井俊二,中山美穗 / 丰川悦司 / 酒井美纪 / 柏原崇 / 范文雀 / 篠原胜之 / 铃木庆一 / 田口智朗 / 加贺麻理子 / 光石研 / 铃木兰兰 / 盐见三省 / 中村久美 / 梅田凡乃 / 长田江身子  / 小栗香织 / 神户浩 / 酒井敏也 / 山口诗史 / 山崎一 / 德井优 / 武藤寿美,"['剧情', '爱情']", 日本, 日语,1999-03(中国大陆),117分钟,8.9,669854,"['爱情', '日本', '青春', '经典', '文艺', '暗恋', '初恋', '温情']"
路易·西霍尤斯,马克·蒙雷,Richard O'Barry / 路易·西霍尤斯 / Hardy Jones / Michael Illiff / Joji Morishita / Ian Campbell / Paul Watson / Doug DeMaster / Dave Rastovich / Charles Hambleton / Hayato Sakurai / Mandy-Rae Cruikshank / Kirk Krack / 伊莎贝尔·卢卡斯 / 海顿·潘妮蒂尔,['纪录片'], 美国, 英语 / 日语,2009-07-31(美国),92分钟,9.3,291665,"['纪录片', '环保', '人性', '震撼', '残酷', '美国', '政治', '2009']"
罗伯特·怀斯,乔治·胡达勒克 / 霍华德·林赛 / 拉塞尔·克劳斯 / 恩斯特·莱赫曼 / Maria von Trapp,朱莉·安德鲁斯 / 克里斯托弗·普卢默 / 埃琳诺·帕克 / 理查德·海顿 / 佩吉·伍德 / 查尔敏·卡尔 / 希瑟·孟席斯-尤里克 / 尼古拉斯·哈蒙德 / 杜安·蔡斯 / 安吉拉·卡特怀特 / 黛比·特纳 / 基姆·卡拉思 / 安娜·李 / 波希娅·纳尔逊 / 本·怀特 / 丹尼尔·特鲁希特 / 诺玛·威登 / 吉尔克里斯特·斯图尔特 / 马妮·尼克松 / 埃瓦德妮·贝克 / 多丽丝·劳埃德 / 格特鲁德·阿斯特 / 弗兰克·贝克 / Steve Carruthers / 山姆·哈里斯 / Dorothy Jeakins / Leoda Richards / 杰弗里·塞尔 / Bernard Sell / Norman Stevans / 伯特史蒂文斯 / Maria von Trapp,"['剧情', '爱情', '歌舞', '传记']", 美国, 英语 / 德语,1965-03-02(美国),174分钟,9.0,442607,"['经典', '音乐剧', '音乐之声', '美国', '音乐', '歌舞', '爱情', '美国电影']"
赛尔乔·莱昂内,皮耶罗·德·贝纳迪 / 莱奥纳多·本韦努蒂 / 弗兰科·奥卡利 / 恩里科·梅迪欧力 / 弗兰科·费里尼 / 赛尔乔·莱昂内,罗伯特·德尼罗 / 詹姆斯·伍兹 / 伊丽莎白·麦戈文 / 乔·佩西 / 波特·杨 / 塔斯黛·韦尔德 / 特里特·威廉斯 / 丹尼·爱罗 / 理查德·布赖特 / 詹姆斯·海登 / 威廉·弗西斯 / 达兰妮·弗鲁格 / 拉里·拉普 / 理查德·弗让吉 / 罗伯特·哈珀 / 詹妮弗·康纳利,"['剧情', '犯罪']", 美国 / 意大利, 英语 / 法语 / 意大利语,1984-02-17(波士顿首映),229分钟(导演剪辑版),9.2,310569,"['黑帮', '经典', '美国', '人生', '美国往事', '罗伯特·德尼罗', '剧情', '美国电影']"
克里斯托弗·诺兰,乔纳森·诺兰 / 克里斯托弗·诺兰 / 克里斯托弗·普瑞丝特,休·杰克曼 / 克里斯蒂安·贝尔 / 迈克尔·凯恩 / 丽贝卡·豪尔 / 斯嘉丽·约翰逊 / 大卫·鲍伊 / 安迪·瑟金斯 / 派珀·佩拉博 / 萨曼塔·马霍林 / 丹尼尔·戴维斯 / 吉姆·皮多克 / 克里斯托弗·尼姆 / 马克·瑞安 / 罗杰·里斯 / 杰米·哈里斯 / 罗恩·帕金斯 / 瑞奇·杰 / 安东尼·德·马克 / 冀朝理,"['剧情', '悬疑', '惊悚']", 英国 / 美国, 英语,2006-10-17(罗马电影节),130分钟,8.9,629255,"['悬疑', '魔术', '美国', '剧情', '科幻', 'ChristopherNolan', '魔幻', '美国电影']"
昆汀·塔伦蒂诺,昆汀·塔伦蒂诺 / 罗杰·阿夫瑞,约翰·特拉沃尔塔 / 乌玛·瑟曼 / 阿曼达·普拉莫 / 蒂姆·罗斯 / 塞缪尔·杰克逊 / 菲尔·拉马 / 布鲁斯·威利斯 / 弗兰克·威利 / 布尔·斯蒂尔斯 / 文·瑞姆斯 / 劳拉·拉芙蕾丝 / 保罗·考尔德伦 / 布罗娜·加拉赫 / 罗姗娜·阿奎特 / 埃里克·斯托尔兹 / 玛丽亚·德·梅黛洛,"['剧情', '喜剧', '犯罪']", 美国, 英语 / 西班牙语 / 法语,1994-05-12(戛纳电影节),154分钟,8.9,617414,"['美国', '经典', '黑色幽默', '黑色', '黑帮', '剧情', '犯罪', '暴力']"
大卫·芬奇,安德鲁·凯文·沃克,摩根·弗里曼 / 布拉德·皮特 / 凯文·史派西 / 格温妮斯·帕特洛 / 安德鲁·凯文·沃克 / 约翰·卡西尼 / 雷格·E·凯蒂 / 李·厄米,"['剧情', '悬疑', '惊悚', '犯罪']", 美国, 英语 / 葡萄牙语,1995-09-22(美国),127分钟,8.8,723937,"['悬疑', '犯罪', '七宗罪', '大卫·芬奇', '宗教', '美国', '惊悚', '经典']"
乔纳森·戴米,托马斯·哈里斯 / 泰德·塔里,朱迪·福斯特 / 安东尼·霍普金斯 / 斯科特·格伦 / 安东尼·希尔德 / 布鲁克·史密斯 / 卡斯·莱蒙斯 / 弗兰基·费森 / 泰德·拉文 / 崔西·沃特 / 丹·巴特勒 / 达拉,"['剧情', '惊悚', '犯罪']", 美国, 英语,1991-02-14(美国),118分钟,8.8,626154,"['惊悚', '心理', '悬疑', '犯罪', '经典', '沉默的羔羊', '美国', '恐怖']"
埃里克·布雷斯 / J·麦基·格鲁伯,J·麦基·格鲁伯 / 埃里克·布雷斯,阿什顿·库彻 / 梅洛拉·沃尔特斯 / 艾米·斯马特 / 埃尔登·汉森 / 威廉姆·李·斯科特 / 约翰·帕特里克·阿梅多利 / 艾琳·戈洛瓦娅 / 凯文·G·施密特 / 杰西·詹姆斯 / 罗根·勒曼 / 莎拉·威多斯 / 杰克·凯斯 / 卡梅隆·布莱特 / 埃里克·斯托尔兹 / 考乐姆·吉斯·雷尼 / 凯文·杜兰,"['剧情', '科幻', '悬疑', '惊悚']", 美国 / 加拿大, 英语,2004-01-23(美国),113分钟,8.8,689268,"['悬疑', '心理', '科幻', '美国', '剧情', '惊悚', '经典', '人性']"
马丁·斯科塞斯,莱塔·卡罗格里迪斯 / 丹尼斯·勒翰,莱昂纳多·迪卡普里奥 / 马克·鲁弗洛 / 本·金斯利 / 马克斯·冯·叙多夫 / 米歇尔·威廉姆斯 / 艾米莉·莫迪默 / 派翠西娅·克拉克森 / 杰基·厄尔·哈利 / 泰德·拉文 / 约翰·卡洛·林奇 / 伊莱亚斯·科泰斯 / 罗宾·巴特利特 / 克里斯托弗·邓汉 / 约瑟夫·斯科拉,"['剧情', '悬疑', '惊悚']", 美国, 英语 / 德语,2010-02-13(柏林电影节),138 分钟,8.8,694728,"['悬疑', '心理', '莱昂纳多·迪卡普里奥', '惊悚', '美国', '剧情', 'LeonardoDiCaprio', '美国电影']"
格斯·范·桑特,本·阿弗莱克 / 马特·达蒙,马特·达蒙 / 罗宾·威廉姆斯 / 本·阿弗莱克 / 斯特兰·斯卡斯加德 / 明妮·德里弗 / 卡西·阿弗莱克 / 科尔·豪瑟 / 约翰·迈顿 / 丹·华盛顿 / 艾莉森·福兰德 / 维克·萨海 / 史蒂文·科兹洛夫斯基 / 斯科特·威廉姆·文特斯 / 吉米·弗林 / 乔治·普林普顿 / 弗朗切斯科·克莱门特,['剧情'], 美国, 英语,1997-12-05(美国),126 分钟,8.9,519325,"['心理', '励志', '成长', '美国', '经典', '青春', '剧情', '美国电影']"
王家卫,王家卫,张国荣 / 梁朝伟 / 张震 / 格利高里·戴顿,"['剧情', '爱情', '同性']", 中国香港 / 日本 / 韩国, 粤语 / 汉语普通话 / 西班牙语,1997-05-30(中国香港),96分钟,8.9,464646,"['王家卫', '张国荣', '梁朝伟', '同志', '爱情', '香港', '香港电影', '同性恋']"
