李焕庆,李焕庆 / 刘英雅,柳承龙 / 朴信惠 / 郑镇荣 / 金正泰 / 吴达洙 / 朴元尚 / 郑满植 / 葛素媛,"['剧情', '喜剧', '家庭']", 韩国, 韩语,2013-01-23(韩国),127分钟,8.9,388456,"['韩国', '温情', '感人', '亲情', '感动', '催泪', '父爱', '喜剧']"
姜文,姜文 / 王朔,夏雨 / 宁静 / 陶虹 / 耿乐 / 斯琴高娃 / 冯小刚 / 刘小宁 / 姜文 / 王学圻 / 王朔 / 尚楠 / 方化 / 代少波 / 王海 / 姚二嘎 / 吴淑昆 / 左小青 / 韩冬 / 孙靖 / 刘斌 / 张维 / 杨彤林 / 王海 / 王福 / 胡贝贝 / 高保成 / 吴淑琨 / 张华 / 二勇 / 烈子 / 陈伟,"['剧情', '爱情']", 中国大陆 / 中国香港, 汉语普通话,1995-06-28(中国香港),134分钟(中国大陆),8.8,466880,"['姜文', '青春', '阳光灿烂的日子', '经典', '文革', '夏雨', '中国电影', '中国']"
森淳一,森淳一 / 五十岚大介,桥本爱 / 三浦贵大 / 松冈茉优 / 温水洋一 / 桐岛加恋,['剧情'], 日本, 日语,2014-08-30(日本),111分钟,9.0,311621,"['日本', '美食', '自然', '文艺', '治愈', '小清新', '温情', '桥本爱']"
王家卫,王家卫,林青霞 / 金城武 / 梁朝伟 / 王菲 / 周嘉玲,"['剧情', '爱情']", 中国香港, 粤语 / 汉语普通话 / 英语 / 印地语 / 日语,1994-07-14(中国香港),102分钟,8.7,589115,"['王家卫', '王菲', '爱情', '重庆森林', '梁朝伟', '香港', '香港电影', '金城武']"
M·奈特·沙马兰,M·奈特·沙马兰,布鲁斯·威利斯 / 海利·乔·奥斯蒙 / 托妮·科莱特 / 奥莉维亚·威廉姆斯 / 唐尼·沃尔伯格 / 特拉沃·摩根 / 彼得·安东尼·唐伯蒂斯 / 格伦·菲茨杰拉德 / 米莎·巴顿 / Lisa Summerour / 法尔德斯·巴姆 / 杰弗里·泽布尼斯,"['剧情', '悬疑', '惊悚']", 美国, 英语 / 拉丁语 / 西班牙语,1999-08-06(美国),107分钟,8.9,403774,"['悬疑', '惊悚', '灵异', '美国', '心理', '经典', '剧情', '恐怖']"
泷田洋二郎,小山薰堂,本木雅弘 / 广末凉子 / 山崎努 / 吉行和子 / 笹野高史 / 余贵美子,['剧情'], 日本, 日语,2008-09-13(日本),130 分钟,8.8,456967,"['日本', '日本电影', '入殓师', '剧情', '广末凉子', '温情', '人性', '奥斯卡']"
今敏,水上清资 / 今敏 / 筒井康隆,林原惠美 / 江守彻 / 堀胜之祐 / 古谷彻 / 大塚明夫 / 山寺宏一 / 田中秀幸 / 兴梠里美 / 岩田光央 / 爱河里花子 / 川濑晶子 / 太田真一郎 / 福松进纱 / 胜杏里 / 宫下荣治 / 三户耕三 / 今敏 / 筒井康隆,"['科幻', '动画', '悬疑', '惊悚']", 日本, 日语,2006-09-02(威尼斯电影节),90 分钟,9.0,293222,"['今敏', '动画', '日本', '科幻', '日本动画', '悬疑', '动漫', '心理']"
森淳一,森淳一 / 五十岚大介,桥本爱 / 三浦贵大 / 松冈茉优 / 温水洋一 / 桐岛加恋,['剧情'], 日本, 日语,2015-02-14(日本),120分钟,9.0,275689,"['日本', '美食', '文艺', '自然', '治愈', '小清新', '温情', '生活']"
大卫·芬奇,吉莉安·弗琳,本·阿弗莱克 / 裴淳华 / 尼尔·帕特里克·哈里斯 / 凯莉·库恩 / 泰勒·派瑞 / 金·迪肯斯 / 米西·派勒 / 波伊德·霍布鲁克 / 艾米丽·拉塔科斯基 / 雪拉·渥德 / 派屈克·福吉特 / 斯科特·麦克纳里 / 凯西·威尔逊 / 李·诺里斯,"['剧情', '悬疑', '惊悚', '犯罪']", 美国, 英语,2014-09-26(纽约电影节),149分钟,8.7,664496,"['悬疑', '人性', '美国', '犯罪', '心理', '剧情', '惊悚', '爱情']"
理查德·林克莱特,理查德·林克莱特 / 金·克里桑,伊桑·霍克 / 朱莉·德尔佩 / 安德莉亚·埃克特 / 汉诺·波西尔 / Karl Bruckschwaiger / Tex Rubinowitz / 埃尔尼·曼戈尔德 / Dominik Castell / Haymon Maria Buttinger / Harald Waiglein / 汉斯·魏因加特纳 / Peter Ily Huemer / Hubert Fabian Kulterer / 约翰·斯洛斯 / Christian Ankowitsch / 亚当·戈德堡 / Paul Poet,"['剧情', '爱情']", 美国 / 奥地利 / 瑞士, 英语 / 德语 / 法语,1995-01-27(美国),101分钟,8.8,442442,"['爱情', '文艺', '浪漫', '旅行', '美国', '经典', '1995', '奥地利']"
杨德昌,杨德昌,吴念真 / 李凯莉 / 金燕玲 / 张洋洋 / 萧淑慎 / 尾形一成 / 陈希圣 / 林孟瑾 / 陈以文 / 柯宇纶 / 张育邦 / 柯素云 / 唐如韫 / 徐淑媛 / 曾心怡 / 陶传正,"['剧情', '爱情', '家庭']", 中国台湾 / 日本, 汉语普通话 / 闽南语 / 英语 / 日语,2017-07-28(中国台湾),173分钟,9.0,262200,"['杨德昌', '台湾', '文艺', '台湾电影', '生活', '一一', '人生', '楊德昌']"
李力持,李力持 / 谷德昭 / 陈文强,周星驰 / 巩俐 / 陈百祥 / 郑佩佩 / 朱咪咪 / 梁家仁 / 苑琼丹 / 梁荣忠 / 黄一山 / 黄霑 / 吴镇宇 / 刘家辉 / 蓝洁瑛 / 谷德昭 / 陈辉虹 / 李健仁 / 宣萱 / 温翠苹,"['喜剧', '爱情', '古装']", 中国香港, 粤语,1993-07-01(中国香港),102 分钟,8.6,758498,"['周星驰', '喜剧', '搞笑', '经典', '香港', '香港电影', '唐伯虎点秋香', '巩俐']"
近藤喜文,宫崎骏 / 柊葵,本名阳子 / 小林桂树 / 高山南 / 高桥一生 / 山下容莉枝 / 室井滋 / 露口茂 / 饭冢雅弓,"['剧情', '爱情', '动画']", 日本, 日语 / 英语,1995-07-15(日本),111分钟,8.9,340409,"['宫崎骏', '动画', '日本', '爱情', '侧耳倾听', '青春', '吉卜力', '日本动画']"
